symbol,timestamp,author,text,engagement,composite_score,positive_count,negative_count
NVDA,2020-12-19T14:24:00,user_3_8,$NVDA took a hit. Market volatility 📉,105,-1.0,0,1
NVDA,2020-12-19T19:12:00,user_4_8,$NVDA beat expectations again! To the moon! 🌙,4,0.0,0,0
NVDA,2020-12-20T00:00:00,user_0_9,$NVDA Bearish for now. Waiting for better entry,222,-1.0,0,1
NVDA,2020-12-20T04:48:00,user_1_9,$NVDA my top pick. Undervalued imo,240,0.0,0,0
NVDA,2020-12-20T09:36:00,user_2_9,$NVDA why is it down so much? overreaction,413,-1.0,0,1
NVDA,2020-12-20T14:24:00,user_3_9,$NVDA Sold my position today. Taking profits,267,0.0,0,0
NVDA,2020-12-20T19:12:00,user_4_9,$NVDA mooning! 🚀📈 Love this stock!,204,1.0,3,0
NVDA,2020-12-21T00:00:00,user_0_10,$NVDA is looking bullish! 🚀 Great earnings report today,104,1.0,2,0
NVDA,2020-12-21T04:48:00,user_1_10,$NVDA Just bought more. Holding long term! 💎,96,1.0,2,0
NVDA,2020-12-21T09:36:00,user_2_10,$NVDA down today but I'm not worried. Strong company,154,0.0,1,1
NVDA,2020-12-21T14:24:00,user_3_10,$NVDA took a hit. Market volatility 📉,181,-1.0,0,1
NVDA,2020-12-21T19:12:00,user_4_10,$NVDA beat expectations again! To the moon! 🌙,254,0.0,0,0
NVDA,2020-12-22T00:00:00,user_0_11,$NVDA Bearish for now. Waiting for better entry,480,-1.0,0,1
NVDA,2020-12-22T04:48:00,user_1_11,$NVDA my top pick. Undervalued imo,129,0.0,0,0
NVDA,2020-12-22T09:36:00,user_2_11,$NVDA why is it down so much? overreaction,145,-1.0,0,1
NVDA,2020-12-22T14:24:00,user_3_11,$NVDA Sold my position today. Taking profits,303,0.0,0,0
NVDA,2020-12-22T19:12:00,user_4_11,$NVDA mooning! 🚀📈 Love this stock!,164,1.0,3,0
NVDA,2020-12-23T00:00:00,user_0_12,$NVDA is looking bullish! 🚀 Great earnings report today,437,1.0,2,0
NVDA,2020-12-23T04:48:00,user_1_12,$NVDA Just bought more. Holding long term! 💎,243,1.0,2,0
NVDA,2020-12-23T09:36:00,user_2_12,$NVDA down today but I'm not worried. Strong company,350,0.0,1,1
NVDA,2020-12-23T14:24:00,user_3_12,$NVDA took a hit. Market volatility 📉,219,-1.0,0,1
NVDA,2020-12-23T19:12:00,user_4_12,$NVDA beat expectations again! To the moon! 🌙,226,0.0,0,0
NVDA,2020-12-24T00:00:00,user_0_13,$NVDA Bearish for now. Waiting for better entry,279,-1.0,0,1
NVDA,2020-12-24T04:48:00,user_1_13,$NVDA my top pick. Undervalued imo,137,0.0,0,0
NVDA,2020-12-24T09:36:00,user_2_13,$NVDA why is it down so much? overreaction,66,-1.0,0,1
NVDA,2020-12-24T14:24:00,user_3_13,$NVDA Sold my position today. Taking profits,89,0.0,0,0
NVDA,2020-12-24T19:12:00,user_4_13,$NVDA mooning! 🚀📈 Love this stock!,318,1.0,3,0
NVDA,2020-12-25T00:00:00,user_0_14,$NVDA is looking bullish! 🚀 Great earnings report today,23,1.0,2,0
NVDA,2020-12-25T04:48:00,user_1_14,$NVDA Just bought more. Holding long term! 💎,139,1.0,2,0
NVDA,2020-12-25T09:36:00,user_2_14,$NVDA down today but I'm not worried. Strong company,361,0.0,1,1
NVDA,2020-12-25T14:24:00,user_3_14,$NVDA took a hit. Market volatility 📉,427,-1.0,0,1
NVDA,2020-12-25T19:12:00,user_4_14,$NVDA beat expectations again! To the moon! 🌙,225,0.0,0,0
NVDA,2020-12-26T00:00:00,user_0_15,$NVDA Bearish for now. Waiting for better entry,198,-1.0,0,1
NVDA,2020-12-26T04:48:00,user_1_15,$NVDA my top pick. Undervalued imo,234,0.0,0,0
NVDA,2020-12-26T09:36:00,user_2_15,$NVDA why is it down so much? overreaction,7,-1.0,0,1
NVDA,2020-12-26T14:24:00,user_3_15,$NVDA Sold my position today. Taking profits,262,0.0,0,0
NVDA,2020-12-26T19:12:00,user_4_15,$NVDA mooning! 🚀📈 Love this stock!,174,1.0,3,0
NVDA,2020-12-27T00:00:00,user_0_16,$NVDA is looking bullish! 🚀 Great earnings report today,401,1.0,2,0
NVDA,2020-12-27T04:48:00,user_1_16,$NVDA Just bought more. Holding long term! 💎,356,1.0,2,0
NVDA,2020-12-27T09:36:00,user_2_16,$NVDA down today but I'm not worried. Strong company,229,0.0,1,1
NVDA,2020-12-27T14:24:00,user_3_16,$NVDA took a hit. Market volatility 📉,109,-1.0,0,1
NVDA,2020-12-27T19:12:00,user_4_16,$NVDA beat expectations again! To the moon! 🌙,107,0.0,0,0
NVDA,2020-12-28T00:00:00,user_0_17,$NVDA Bearish for now. Waiting for better entry,328,-1.0,0,1
NVDA,2020-12-28T04:48:00,user_1_17,$NVDA my top pick. Undervalued imo,310,0.0,0,0
NVDA,2020-12-28T09:36:00,user_2_17,$NVDA why is it down so much? overreaction,231,-1.0,0,1
NVDA,2020-12-28T14:24:00,user_3_17,$NVDA Sold my position today. Taking profits,38,0.0,0,0
NVDA,2020-12-28T19:12:00,user_4_17,$NVDA mooning! 🚀📈 Love this stock!,478,1.0,3,0
NVDA,2020-12-29T00:00:00,user_0_18,$NVDA is looking bullish! 🚀 Great earnings report today,30,1.0,2,0
NVDA,2020-12-29T04:48:00,user_1_18,$NVDA Just bought more. Holding long term! 💎,209,1.0,2,0
NVDA,2020-12-29T09:36:00,user_2_18,$NVDA down today but I'm not worried. Strong company,260,0.0,1,1
NVDA,2020-12-29T14:24:00,user_3_18,$NVDA took a hit. Market volatility 📉,12,-1.0,0,1
NVDA,2020-12-29T19:12:00,user_4_18,$NVDA beat expectations again! To the moon! 🌙,429,0.0,0,0
NVDA,2020-12-30T00:00:00,user_0_19,$NVDA Bearish for now. Waiting for better entry,253,-1.0,0,1
NVDA,2020-12-30T04:48:00,user_1_19,$NVDA my top pick. Undervalued imo,399,0.0,0,0
NVDA,2020-12-30T09:36:00,user_2_19,$NVDA why is it down so much? overreaction,397,-1.0,0,1
NVDA,2020-12-30T14:24:00,user_3_19,$NVDA Sold my position today. Taking profits,158,0.0,0,0
NVDA,2020-12-30T19:12:00,user_4_19,$NVDA mooning! 🚀📈 Love this stock!,408,1.0,3,0
NVDA,2020-12-31T00:00:00,user_0_20,$NVDA is looking bullish! 🚀 Great earnings report today,392,1.0,2,0
NVDA,2020-12-31T04:48:00,user_1_20,$NVDA Just bought more. Holding long term! 💎,193,1.0,2,0
NVDA,2020-12-31T09:36:00,user_2_20,$NVDA down today but I'm not worried. Strong company,319,0.0,1,1
NVDA,2020-12-31T14:24:00,user_3_20,$NVDA took a hit. Market volatility 📉,319,-1.0,0,1
NVDA,2020-12-31T19:12:00,user_4_20,$NVDA beat expectations again! To the moon! 🌙,151,0.0,0,0
NVDA,2021-01-01T00:00:00,user_0_21,$NVDA Bearish for now. Waiting for better entry,349,-1.0,0,1
NVDA,2021-01-01T04:48:00,user_1_21,$NVDA my top pick. Undervalued imo,239,0.0,0,0
NVDA,2021-01-01T09:36:00,user_2_21,$NVDA why is it down so much? overreaction,43,-1.0,0,1
NVDA,2021-01-01T14:24:00,user_3_21,$NVDA Sold my position today. Taking profits,51,0.0,0,0
NVDA,2021-01-01T19:12:00,user_4_21,$NVDA mooning! 🚀📈 Love this stock!,146,1.0,3,0
NVDA,2021-01-02T00:00:00,user_0_22,$NVDA is looking bullish! 🚀 Great earnings report today,425,1.0,2,0
NVDA,2021-01-02T04:48:00,user_1_22,$NVDA Just bought more. Holding long term! 💎,270,1.0,2,0
NVDA,2021-01-02T09:36:00,user_2_22,$NVDA down today but I'm not worried. Strong company,0,0.0,1,1
NVDA,2021-01-02T14:24:00,user_3_22,$NVDA took a hit. Market volatility 📉,32,-1.0,0,1
NVDA,2021-01-02T19:12:00,user_4_22,$NVDA beat expectations again! To the moon! 🌙,1,0.0,0,0
NVDA,2021-01-03T00:00:00,user_0_23,$NVDA Bearish for now. Waiting for better entry,206,-1.0,0,1
NVDA,2021-01-03T04:48:00,user_1_23,$NVDA my top pick. Undervalued imo,97,0.0,0,0
NVDA,2021-01-03T09:36:00,user_2_23,$NVDA why is it down so much? overreaction,427,-1.0,0,1
NVDA,2021-01-03T14:24:00,user_3_23,$NVDA Sold my position today. Taking profits,490,0.0,0,0
NVDA,2021-01-03T19:12:00,user_4_23,$NVDA mooning! 🚀📈 Love this stock!,247,1.0,3,0
NVDA,2021-01-04T00:00:00,user_0_24,$NVDA is looking bullish! 🚀 Great earnings report today,477,1.0,2,0
NVDA,2021-01-04T04:48:00,user_1_24,$NVDA Just bought more. Holding long term! 💎,481,1.0,2,0
NVDA,2021-01-04T09:36:00,user_2_24,$NVDA down today but I'm not worried. Strong company,430,0.0,1,1
NVDA,2021-01-04T14:24:00,user_3_24,$NVDA took a hit. Market volatility 📉,319,-1.0,0,1
NVDA,2021-01-04T19:12:00,user_4_24,$NVDA beat expectations again! To the moon! 🌙,452,0.0,0,0
NVDA,2021-01-05T00:00:00,user_0_25,$NVDA Bearish for now. Waiting for better entry,45,-1.0,0,1
NVDA,2021-01-05T04:48:00,user_1_25,$NVDA my top pick. Undervalued imo,325,0.0,0,0
NVDA,2021-01-05T09:36:00,user_2_25,$NVDA why is it down so much? overreaction,365,-1.0,0,1
NVDA,2021-01-05T14:24:00,user_3_25,$NVDA Sold my position today. Taking profits,203,0.0,0,0
NVDA,2021-01-05T19:12:00,user_4_25,$NVDA mooning! 🚀📈 Love this stock!,286,1.0,3,0
NVDA,2021-01-06T00:00:00,user_0_26,$NVDA is looking bullish! 🚀 Great earnings report today,478,1.0,2,0
NVDA,2021-01-06T04:48:00,user_1_26,$NVDA Just bought more. Holding long term! 💎,371,1.0,2,0
NVDA,2021-01-06T09:36:00,user_2_26,$NVDA down today but I'm not worried. Strong company,358,0.0,1,1
NVDA,2021-01-06T14:24:00,user_3_26,$NVDA took a hit. Market volatility 📉,146,-1.0,0,1
NVDA,2021-01-06T19:12:00,user_4_26,$NVDA beat expectations again! To the moon! 🌙,41,0.0,0,0
NVDA,2021-01-07T00:00:00,user_0_27,$NVDA Bearish for now. Waiting for better entry,313,-1.0,0,1
NVDA,2021-01-07T04:48:00,user_1_27,$NVDA my top pick. Undervalued imo,145,0.0,0,0
NVDA,2021-01-07T09:36:00,user_2_27,$NVDA why is it down so much? overreaction,0,-1.0,0,1
NVDA,2021-01-07T14:24:00,user_3_27,$NVDA Sold my position today. Taking profits,492,0.0,0,0
NVDA,2021-01-07T19:12:00,user_4_27,$NVDA mooning! 🚀📈 Love this stock!,489,1.0,3,0
NVDA,2021-01-08T00:00:00,user_0_28,$NVDA is looking bullish! 🚀 Great earnings report today,328,1.0,2,0
NVDA,2021-01-08T04:48:00,user_1_28,$NVDA Just bought more. Holding long term! 💎,312,1.0,2,0
NVDA,2021-01-08T09:36:00,user_2_28,$NVDA down today but I'm not worried. Strong company,396,0.0,1,1
NVDA,2021-01-08T14:24:00,user_3_28,$NVDA took a hit. Market volatility 📉,135,-1.0,0,1
NVDA,2021-01-08T19:12:00,user_4_28,$NVDA beat expectations again! To the moon! 🌙,161,0.0,0,0
NVDA,2021-01-09T00:00:00,user_0_29,$NVDA Bearish for now. Waiting for better entry,26,-1.0,0,1
NVDA,2021-01-09T04:48:00,user_1_29,$NVDA my top pick. Undervalued imo,401,0.0,0,0
NVDA,2021-01-09T09:36:00,user_2_29,$NVDA why is it down so much? overreaction,155,-1.0,0,1
NVDA,2021-01-09T14:24:00,user_3_29,$NVDA Sold my position today. Taking profits,475,0.0,0,0
NVDA,2021-01-09T19:12:00,user_4_29,$NVDA mooning! 🚀📈 Love this stock!,195,1.0,3,0
NVDA,2021-01-10T00:00:00,user_0_30,$NVDA is looking bullish! 🚀 Great earnings report today,492,1.0,2,0
NVDA,2021-01-10T04:48:00,user_1_30,$NVDA Just bought more. Holding long term! 💎,332,1.0,2,0
NVDA,2021-01-10T09:36:00,user_2_30,$NVDA down today but I'm not worried. Strong company,33,0.0,1,1
NVDA,2021-01-10T14:24:00,user_3_30,$NVDA took a hit. Market volatility 📉,369,-1.0,0,1
NVDA,2021-01-10T19:12:00,user_4_30,$NVDA beat expectations again! To the moon! 🌙,168,0.0,0,0
NVDA,2021-01-11T00:00:00,user_0_31,$NVDA Bearish for now. Waiting for better entry,414,-1.0,0,1
NVDA,2021-01-11T04:48:00,user_1_31,$NVDA my top pick. Undervalued imo,240,0.0,0,0
NVDA,2021-01-11T09:36:00,user_2_31,$NVDA why is it down so much? overreaction,301,-1.0,0,1
NVDA,2021-01-11T14:24:00,user_3_31,$NVDA Sold my position today. Taking profits,323,0.0,0,0
NVDA,2021-01-11T19:12:00,user_4_31,$NVDA mooning! 🚀📈 Love this stock!,99,1.0,3,0
NVDA,2021-01-12T00:00:00,user_0_32,$NVDA is looking bullish! 🚀 Great earnings report today,257,1.0,2,0
NVDA,2021-01-12T04:48:00,user_1_32,$NVDA Just bought more. Holding long term! 💎,412,1.0,2,0
NVDA,2021-01-12T09:36:00,user_2_32,$NVDA down today but I'm not worried. Strong company,206,0.0,1,1
NVDA,2021-01-12T14:24:00,user_3_32,$NVDA took a hit. Market volatility 📉,183,-1.0,0,1
NVDA,2021-01-12T19:12:00,user_4_32,$NVDA beat expectations again! To the moon! 🌙,61,0.0,0,0
NVDA,2021-01-13T00:00:00,user_0_33,$NVDA Bearish for now. Waiting for better entry,386,-1.0,0,1
NVDA,2021-01-13T04:48:00,user_1_33,$NVDA my top pick. Undervalued imo,244,0.0,0,0
NVDA,2021-01-13T09:36:00,user_2_33,$NVDA why is it down so much? overreaction,77,-1.0,0,1
NVDA,2021-01-13T14:24:00,user_3_33,$NVDA Sold my position today. Taking profits,139,0.0,0,0
NVDA,2021-01-13T19:12:00,user_4_33,$NVDA mooning! 🚀📈 Love this stock!,415,1.0,3,0
NVDA,2021-01-14T00:00:00,user_0_34,$NVDA is looking bullish! 🚀 Great earnings report today,413,1.0,2,0
NVDA,2021-01-14T04:48:00,user_1_34,$NVDA Just bought more. Holding long term! 💎,232,1.0,2,0
NVDA,2021-01-14T09:36:00,user_2_34,$NVDA down today but I'm not worried. Strong company,197,0.0,1,1
NVDA,2021-01-14T14:24:00,user_3_34,$NVDA took a hit. Market volatility 📉,127,-1.0,0,1
NVDA,2021-01-14T19:12:00,user_4_34,$NVDA beat expectations again! To the moon! 🌙,187,0.0,0,0
NVDA,2021-01-15T00:00:00,user_0_35,$NVDA Bearish for now. Waiting for better entry,153,-1.0,0,1
NVDA,2021-01-15T04:48:00,user_1_35,$NVDA my top pick. Undervalued imo,487,0.0,0,0
NVDA,2021-01-15T09:36:00,user_2_35,$NVDA why is it down so much? overreaction,3,-1.0,0,1
NVDA,2021-01-15T14:24:00,user_3_35,$NVDA Sold my position today. Taking profits,67,0.0,0,0
NVDA,2021-01-15T19:12:00,user_4_35,$NVDA mooning! 🚀📈 Love this stock!,91,1.0,3,0
NVDA,2021-01-16T00:00:00,user_0_36,$NVDA is looking bullish! 🚀 Great earnings report today,472,1.0,2,0
NVDA,2021-01-16T04:48:00,user_1_36,$NVDA Just bought more. Holding long term! 💎,392,1.0,2,0
NVDA,2021-01-16T09:36:00,user_2_36,$NVDA down today but I'm not worried. Strong company,153,0.0,1,1
NVDA,2021-01-16T14:24:00,user_3_36,$NVDA took a hit. Market volatility 📉,189,-1.0,0,1
NVDA,2021-01-16T19:12:00,user_4_36,$NVDA beat expectations again! To the moon! 🌙,474,0.0,0,0
NVDA,2021-01-17T00:00:00,user_0_37,$NVDA Bearish for now. Waiting for better entry,365,-1.0,0,1
NVDA,2021-01-17T04:48:00,user_1_37,$NVDA my top pick. Undervalued imo,8,0.0,0,0
NVDA,2021-01-17T09:36:00,user_2_37,$NVDA why is it down so much? overreaction,493,-1.0,0,1
NVDA,2021-01-17T14:24:00,user_3_37,$NVDA Sold my position today. Taking profits,168,0.0,0,0
NVDA,2021-01-17T19:12:00,user_4_37,$NVDA mooning! 🚀📈 Love this stock!,496,1.0,3,0
NVDA,2021-01-18T00:00:00,user_0_38,$NVDA is looking bullish! 🚀 Great earnings report today,408,1.0,2,0
NVDA,2021-01-18T04:48:00,user_1_38,$NVDA Just bought more. Holding long term! 💎,453,1.0,2,0
NVDA,2021-01-18T09:36:00,user_2_38,$NVDA down today but I'm not worried. Strong company,378,0.0,1,1
NVDA,2021-01-18T14:24:00,user_3_38,$NVDA took a hit. Market volatility 📉,209,-1.0,0,1
NVDA,2021-01-18T19:12:00,user_4_38,$NVDA beat expectations again! To the moon! 🌙,494,0.0,0,0
NVDA,2021-01-19T00:00:00,user_0_39,$NVDA Bearish for now. Waiting for better entry,425,-1.0,0,1
NVDA,2021-01-19T04:48:00,user_1_39,$NVDA my top pick. Undervalued imo,98,0.0,0,0
NVDA,2021-01-19T09:36:00,user_2_39,$NVDA why is it down so much? overreaction,389,-1.0,0,1
NVDA,2021-01-19T14:24:00,user_3_39,$NVDA Sold my position today. Taking profits,378,0.0,0,0
NVDA,2021-01-19T19:12:00,user_4_39,$NVDA mooning! 🚀📈 Love this stock!,365,1.0,3,0
NVDA,2021-01-20T00:00:00,user_0_40,$NVDA is looking bullish! 🚀 Great earnings report today,52,1.0,2,0
NVDA,2021-01-20T04:48:00,user_1_40,$NVDA Just bought more. Holding long term! 💎,419,1.0,2,0
NVDA,2021-01-20T09:36:00,user_2_40,$NVDA down today but I'm not worried. Strong company,34,0.0,1,1
NVDA,2021-01-20T14:24:00,user_3_40,$NVDA took a hit. Market volatility 📉,423,-1.0,0,1
NVDA,2021-01-20T19:12:00,user_4_40,$NVDA beat expectations again! To the moon! 🌙,40,0.0,0,0
NVDA,2021-01-21T00:00:00,user_0_41,$NVDA Bearish for now. Waiting for better entry,140,-1.0,0,1
NVDA,2021-01-21T04:48:00,user_1_41,$NVDA my top pick. Undervalued imo,42,0.0,0,0
NVDA,2021-01-21T09:36:00,user_2_41,$NVDA why is it down so much? overreaction,416,-1.0,0,1
NVDA,2021-01-21T14:24:00,user_3_41,$NVDA Sold my position today. Taking profits,378,0.0,0,0
NVDA,2021-01-21T19:12:00,user_4_41,$NVDA mooning! 🚀📈 Love this stock!,4,1.0,3,0
NVDA,2021-01-22T00:00:00,user_0_42,$NVDA is looking bullish! 🚀 Great earnings report today,24,1.0,2,0
NVDA,2021-01-22T04:48:00,user_1_42,$NVDA Just bought more. Holding long term! 💎,425,1.0,2,0
NVDA,2021-01-22T09:36:00,user_2_42,$NVDA down today but I'm not worried. Strong company,128,0.0,1,1
NVDA,2021-01-22T14:24:00,user_3_42,$NVDA took a hit. Market volatility 📉,9,-1.0,0,1
NVDA,2021-01-22T19:12:00,user_4_42,$NVDA beat expectations again! To the moon! 🌙,17,0.0,0,0
NVDA,2021-01-23T00:00:00,user_0_43,$NVDA Bearish for now. Waiting for better entry,162,-1.0,0,1
NVDA,2021-01-23T04:48:00,user_1_43,$NVDA my top pick. Undervalued imo,341,0.0,0,0
NVDA,2021-01-23T09:36:00,user_2_43,$NVDA why is it down so much? overreaction,322,-1.0,0,1
NVDA,2021-01-23T14:24:00,user_3_43,$NVDA Sold my position today. Taking profits,355,0.0,0,0
NVDA,2021-01-23T19:12:00,user_4_43,$NVDA mooning! 🚀📈 Love this stock!,296,1.0,3,0
NVDA,2021-01-24T00:00:00,user_0_44,$NVDA is looking bullish! 🚀 Great earnings report today,330,1.0,2,0
NVDA,2021-01-24T04:48:00,user_1_44,$NVDA Just bought more. Holding long term! 💎,151,1.0,2,0
NVDA,2021-01-24T09:36:00,user_2_44,$NVDA down today but I'm not worried. Strong company,32,0.0,1,1
NVDA,2021-01-24T14:24:00,user_3_44,$NVDA took a hit. Market volatility 📉,21,-1.0,0,1
NVDA,2021-01-24T19:12:00,user_4_44,$NVDA beat expectations again! To the moon! 🌙,476,0.0,0,0
NVDA,2021-01-25T00:00:00,user_0_45,$NVDA Bearish for now. Waiting for better entry,335,-1.0,0,1
NVDA,2021-01-25T04:48:00,user_1_45,$NVDA my top pick. Undervalued imo,390,0.0,0,0
NVDA,2021-01-25T09:36:00,user_2_45,$NVDA why is it down so much? overreaction,263,-1.0,0,1
NVDA,2021-01-25T14:24:00,user_3_45,$NVDA Sold my position today. Taking profits,372,0.0,0,0
NVDA,2021-01-25T19:12:00,user_4_45,$NVDA mooning! 🚀📈 Love this stock!,6,1.0,3,0
NVDA,2021-01-26T00:00:00,user_0_46,$NVDA is looking bullish! 🚀 Great earnings report today,388,1.0,2,0
NVDA,2021-01-26T04:48:00,user_1_46,$NVDA Just bought more. Holding long term! 💎,209,1.0,2,0
NVDA,2021-01-26T09:36:00,user_2_46,$NVDA down today but I'm not worried. Strong company,107,0.0,1,1
NVDA,2021-01-26T14:24:00,user_3_46,$NVDA took a hit. Market volatility 📉,3,-1.0,0,1
NVDA,2021-01-26T19:12:00,user_4_46,$NVDA beat expectations again! To the moon! 🌙,472,0.0,0,0
NVDA,2021-01-27T00:00:00,user_0_47,$NVDA Bearish for now. Waiting for better entry,364,-1.0,0,1
NVDA,2021-01-27T04:48:00,user_1_47,$NVDA my top pick. Undervalued imo,402,0.0,0,0
NVDA,2021-01-27T09:36:00,user_2_47,$NVDA why is it down so much? overreaction,3,-1.0,0,1
NVDA,2021-01-27T14:24:00,user_3_47,$NVDA Sold my position today. Taking profits,380,0.0,0,0
NVDA,2021-01-27T19:12:00,user_4_47,$NVDA mooning! 🚀📈 Love this stock!,67,1.0,3,0
NVDA,2021-01-28T00:00:00,user_0_48,$NVDA is looking bullish! 🚀 Great earnings report today,40,1.0,2,0
NVDA,2021-01-28T04:48:00,user_1_48,$NVDA Just bought more. Holding long term! 💎,318,1.0,2,0
NVDA,2021-01-28T09:36:00,user_2_48,$NVDA down today but I'm not worried. Strong company,112,0.0,1,1
NVDA,2021-01-28T14:24:00,user_3_48,$NVDA took a hit. Market volatility 📉,268,-1.0,0,1
NVDA,2021-01-28T19:12:00,user_4_48,$NVDA beat expectations again! To the moon! 🌙,328,0.0,0,0
NVDA,2021-01-29T00:00:00,user_0_49,$NVDA Bearish for now. Waiting for better entry,76,-1.0,0,1
NVDA,2021-01-29T04:48:00,user_1_49,$NVDA my top pick. Undervalued imo,41,0.0,0,0
NVDA,2021-01-29T09:36:00,user_2_49,$NVDA why is it down so much? overreaction,255,-1.0,0,1
NVDA,2021-01-29T14:24:00,user_3_49,$NVDA Sold my position today. Taking profits,325,0.0,0,0
NVDA,2021-01-29T19:12:00,user_4_49,$NVDA mooning! 🚀📈 Love this stock!,22,1.0,3,0
NVDA,2021-01-30T00:00:00,user_0_50,$NVDA is looking bullish! 🚀 Great earnings report today,413,1.0,2,0
NVDA,2021-01-30T04:48:00,user_1_50,$NVDA Just bought more. Holding long term! 💎,48,1.0,2,0
NVDA,2021-01-30T09:36:00,user_2_50,$NVDA down today but I'm not worried. Strong company,38,0.0,1,1
NVDA,2021-01-30T14:24:00,user_3_50,$NVDA took a hit. Market volatility 📉,360,-1.0,0,1
