symbol,timestamp,author,text,engagement,composite_score,positive_count,negative_count
AMZN,2020-12-28T19:12:00,user_4_17,$AMZN mooning! 🚀📈 Love this stock!,465,1.0,3,0
AMZN,2020-12-29T00:00:00,user_0_18,$AMZN is looking bullish! 🚀 Great earnings report today,125,1.0,2,0
AMZN,2020-12-29T04:48:00,user_1_18,$AMZN Just bought more. Holding long term! 💎,235,1.0,2,0
AMZN,2020-12-29T09:36:00,user_2_18,$AMZN down today but I'm not worried. Strong company,385,0.0,1,1
AMZN,2020-12-29T14:24:00,user_3_18,$AMZN took a hit. Market volatility 📉,495,-1.0,0,1
AMZN,2020-12-29T19:12:00,user_4_18,$AMZN beat expectations again! To the moon! 🌙,298,0.0,0,0
AMZN,2020-12-30T00:00:00,user_0_19,$AMZN Bearish for now. Waiting for better entry,85,-1.0,0,1
AMZN,2020-12-30T04:48:00,user_1_19,$AMZN my top pick. Undervalued imo,55,0.0,0,0
AMZN,2020-12-30T09:36:00,user_2_19,$AMZN why is it down so much? overreaction,377,-1.0,0,1
AMZN,2020-12-30T14:24:00,user_3_19,$AMZN Sold my position today. Taking profits,419,0.0,0,0
AMZN,2020-12-30T19:12:00,user_4_19,$AMZN mooning! 🚀📈 Love this stock!,472,1.0,3,0
AMZN,2020-12-31T00:00:00,user_0_20,$AMZN is looking bullish! 🚀 Great earnings report today,388,1.0,2,0
AMZN,2020-12-31T04:48:00,user_1_20,$AMZN Just bought more. Holding long term! 💎,437,1.0,2,0
AMZN,2020-12-31T09:36:00,user_2_20,$AMZN down today but I'm not worried. Strong company,291,0.0,1,1
AMZN,2020-12-31T14:24:00,user_3_20,$AMZN took a hit. Market volatility 📉,188,-1.0,0,1
AMZN,2020-12-31T19:12:00,user_4_20,$AMZN beat expectations again! To the moon! 🌙,140,0.0,0,0
AMZN,2021-01-01T00:00:00,user_0_21,$AMZN Bearish for now. Waiting for better entry,76,-1.0,0,1
AMZN,2021-01-01T04:48:00,user_1_21,$AMZN my top pick. Undervalued imo,223,0.0,0,0
AMZN,2021-01-01T09:36:00,user_2_21,$AMZN why is it down so much? overreaction,477,-1.0,0,1
AMZN,2021-01-01T14:24:00,user_3_21,$AMZN Sold my position today. Taking profits,241,0.0,0,0
AMZN,2021-01-01T19:12:00,user_4_21,$AMZN mooning! 🚀📈 Love this stock!,84,1.0,3,0
AMZN,2021-01-02T00:00:00,user_0_22,$AMZN is looking bullish! 🚀 Great earnings report today,467,1.0,2,0
AMZN,2021-01-02T04:48:00,user_1_22,$AMZN Just bought more. Holding long term! 💎,338,1.0,2,0
AMZN,2021-01-02T09:36:00,user_2_22,$AMZN down today but I'm not worried. Strong company,63,0.0,1,1
AMZN,2021-01-02T14:24:00,user_3_22,$AMZN took a hit. Market volatility 📉,475,-1.0,0,1
AMZN,2021-01-02T19:12:00,user_4_22,$AMZN beat expectations again! To the moon! 🌙,115,0.0,0,0
AMZN,2021-01-03T00:00:00,user_0_23,$AMZN Bearish for now. Waiting for better entry,389,-1.0,0,1
AMZN,2021-01-03T04:48:00,user_1_23,$AMZN my top pick. Undervalued imo,99,0.0,0,0
AMZN,2021-01-03T09:36:00,user_2_23,$AMZN why is it down so much? overreaction,2,-1.0,0,1
AMZN,2021-01-03T14:24:00,user_3_23,$AMZN Sold my position today. Taking profits,471,0.0,0,0
AMZN,2021-01-03T19:12:00,user_4_23,$AMZN mooning! 🚀📈 Love this stock!,226,1.0,3,0
AMZN,2021-01-04T00:00:00,user_0_24,$AMZN is looking bullish! 🚀 Great earnings report today,22,1.0,2,0
AMZN,2021-01-04T04:48:00,user_1_24,$AMZN Just bought more. Holding long term! 💎,53,1.0,2,0
AMZN,2021-01-04T09:36:00,user_2_24,$AMZN down today but I'm not worried. Strong company,302,0.0,1,1
AMZN,2021-01-04T14:24:00,user_3_24,$AMZN took a hit. Market volatility 📉,333,-1.0,0,1
AMZN,2021-01-04T19:12:00,user_4_24,$AMZN beat expectations again! To the moon! 🌙,495,0.0,0,0
AMZN,2021-01-05T00:00:00,user_0_25,$AMZN Bearish for now. Waiting for better entry,423,-1.0,0,1
AMZN,2021-01-05T04:48:00,user_1_25,$AMZN my top pick. Undervalued imo,410,0.0,0,0
AMZN,2021-01-05T09:36:00,user_2_25,$AMZN why is it down so much? overreaction,416,-1.0,0,1
AMZN,2021-01-05T14:24:00,user_3_25,$AMZN Sold my position today. Taking profits,481,0.0,0,0
AMZN,2021-01-05T19:12:00,user_4_25,$AMZN mooning! 🚀📈 Love this stock!,169,1.0,3,0
AMZN,2021-01-06T00:00:00,user_0_26,$AMZN is looking bullish! 🚀 Great earnings report today,469,1.0,2,0
AMZN,2021-01-06T04:48:00,user_1_26,$AMZN Just bought more. Holding long term! 💎,486,1.0,2,0
AMZN,2021-01-06T09:36:00,user_2_26,$AMZN down today but I'm not worried. Strong company,259,0.0,1,1
AMZN,2021-01-06T14:24:00,user_3_26,$AMZN took a hit. Market volatility 📉,379,-1.0,0,1
AMZN,2021-01-06T19:12:00,user_4_26,$AMZN beat expectations again! To the moon! 🌙,372,0.0,0,0
AMZN,2021-01-07T00:00:00,user_0_27,$AMZN Bearish for now. Waiting for better entry,454,-1.0,0,1
AMZN,2021-01-07T04:48:00,user_1_27,$AMZN my top pick. Undervalued imo,401,0.0,0,0
AMZN,2021-01-07T09:36:00,user_2_27,$AMZN why is it down so much? overreaction,128,-1.0,0,1
AMZN,2021-01-07T14:24:00,user_3_27,$AMZN Sold my position today. Taking profits,263,0.0,0,0
AMZN,2021-01-07T19:12:00,user_4_27,$AMZN mooning! 🚀📈 Love this stock!,399,1.0,3,0
AMZN,2021-01-08T00:00:00,user_0_28,$AMZN is looking bullish! 🚀 Great earnings report today,430,1.0,2,0
AMZN,2021-01-08T04:48:00,user_1_28,$AMZN Just bought more. Holding long term! 💎,14,1.0,2,0
AMZN,2021-01-08T09:36:00,user_2_28,$AMZN down today but I'm not worried. Strong company,14,0.0,1,1
AMZN,2021-01-08T14:24:00,user_3_28,$AMZN took a hit. Market volatility 📉,383,-1.0,0,1
AMZN,2021-01-08T19:12:00,user_4_28,$AMZN beat expectations again! To the moon! 🌙,103,0.0,0,0
AMZN,2021-01-09T00:00:00,user_0_29,$AMZN Bearish for now. Waiting for better entry,492,-1.0,0,1
AMZN,2021-01-09T04:48:00,user_1_29,$AMZN my top pick. Undervalued imo,499,0.0,0,0
AMZN,2021-01-09T09:36:00,user_2_29,$AMZN why is it down so much? overreaction,142,-1.0,0,1
AMZN,2021-01-09T14:24:00,user_3_29,$AMZN Sold my position today. Taking profits,149,0.0,0,0
AMZN,2021-01-09T19:12:00,user_4_29,$AMZN mooning! 🚀📈 Love this stock!,154,1.0,3,0
AMZN,2021-01-10T00:00:00,user_0_30,$AMZN is looking bullish! 🚀 Great earnings report today,356,1.0,2,0
AMZN,2021-01-10T04:48:00,user_1_30,$AMZN Just bought more. Holding long term! 💎,146,1.0,2,0
AMZN,2021-01-10T09:36:00,user_2_30,$AMZN down today but I'm not worried. Strong company,440,0.0,1,1
AMZN,2021-01-10T14:24:00,user_3_30,$AMZN took a hit. Market volatility 📉,312,-1.0,0,1
AMZN,2021-01-10T19:12:00,user_4_30,$AMZN beat expectations again! To the moon! 🌙,250,0.0,0,0
AMZN,2021-01-11T00:00:00,user_0_31,$AMZN Bearish for now. Waiting for better entry,445,-1.0,0,1
AMZN,2021-01-11T04:48:00,user_1_31,$AMZN my top pick. Undervalued imo,114,0.0,0,0
AMZN,2021-01-11T09:36:00,user_2_31,$AMZN why is it down so much? overreaction,163,-1.0,0,1
AMZN,2021-01-11T14:24:00,user_3_31,$AMZN Sold my position today. Taking profits,19,0.0,0,0
AMZN,2021-01-11T19:12:00,user_4_31,$AMZN mooning! 🚀📈 Love this stock!,357,1.0,3,0
AMZN,2021-01-12T00:00:00,user_0_32,$AMZN is looking bullish! 🚀 Great earnings report today,134,1.0,2,0
AMZN,2021-01-12T04:48:00,user_1_32,$AMZN Just bought more. Holding long term! 💎,208,1.0,2,0
AMZN,2021-01-12T09:36:00,user_2_32,$AMZN down today but I'm not worried. Strong company,136,0.0,1,1
AMZN,2021-01-12T14:24:00,user_3_32,$AMZN took a hit. Market volatility 📉,78,-1.0,0,1
AMZN,2021-01-12T19:12:00,user_4_32,$AMZN beat expectations again! To the moon! 🌙,78,0.0,0,0
AMZN,2021-01-13T00:00:00,user_0_33,$AMZN Bearish for now. Waiting for better entry,367,-1.0,0,1
AMZN,2021-01-13T04:48:00,user_1_33,$AMZN my top pick. Undervalued imo,61,0.0,0,0
AMZN,2021-01-13T09:36:00,user_2_33,$AMZN why is it down so much? overreaction,322,-1.0,0,1
AMZN,2021-01-13T14:24:00,user_3_33,$AMZN Sold my position today. Taking profits,385,0.0,0,0
AMZN,2021-01-13T19:12:00,user_4_33,$AMZN mooning! 🚀📈 Love this stock!,78,1.0,3,0
AMZN,2021-01-14T00:00:00,user_0_34,$AMZN is looking bullish! 🚀 Great earnings report today,299,1.0,2,0
AMZN,2021-01-14T04:48:00,user_1_34,$AMZN Just bought more. Holding long term! 💎,295,1.0,2,0
AMZN,2021-01-14T09:36:00,user_2_34,$AMZN down today but I'm not worried. Strong company,104,0.0,1,1
AMZN,2021-01-14T14:24:00,user_3_34,$AMZN took a hit. Market volatility 📉,199,-1.0,0,1
AMZN,2021-01-14T19:12:00,user_4_34,$AMZN beat expectations again! To the moon! 🌙,271,0.0,0,0
AMZN,2021-01-15T00:00:00,user_0_35,$AMZN Bearish for now. Waiting for better entry,442,-1.0,0,1
AMZN,2021-01-15T04:48:00,user_1_35,$AMZN my top pick. Undervalued imo,224,0.0,0,0
AMZN,2021-01-15T09:36:00,user_2_35,$AMZN why is it down so much? overreaction,495,-1.0,0,1
AMZN,2021-01-15T14:24:00,user_3_35,$AMZN Sold my position today. Taking profits,299,0.0,0,0
AMZN,2021-01-15T19:12:00,user_4_35,$AMZN mooning! 🚀📈 Love this stock!,352,1.0,3,0
AMZN,2021-01-16T00:00:00,user_0_36,$AMZN is looking bullish! 🚀 Great earnings report today,470,1.0,2,0
AMZN,2021-01-16T04:48:00,user_1_36,$AMZN Just bought more. Holding long term! 💎,70,1.0,2,0
AMZN,2021-01-16T09:36:00,user_2_36,$AMZN down today but I'm not worried. Strong company,46,0.0,1,1
AMZN,2021-01-16T14:24:00,user_3_36,$AMZN took a hit. Market volatility 📉,14,-1.0,0,1
AMZN,2021-01-16T19:12:00,user_4_36,$AMZN beat expectations again! To the moon! 🌙,20,0.0,0,0
AMZN,2021-01-17T00:00:00,user_0_37,$AMZN Bearish for now. Waiting for better entry,273,-1.0,0,1
AMZN,2021-01-17T04:48:00,user_1_37,$AMZN my top pick. Undervalued imo,350,0.0,0,0
AMZN,2021-01-17T09:36:00,user_2_37,$AMZN why is it down so much? overreaction,410,-1.0,0,1
AMZN,2021-01-17T14:24:00,user_3_37,$AMZN Sold my position today. Taking profits,254,0.0,0,0
AMZN,2021-01-17T19:12:00,user_4_37,$AMZN mooning! 🚀📈 Love this stock!,62,1.0,3,0
AMZN,2021-01-18T00:00:00,user_0_38,$AMZN is looking bullish! 🚀 Great earnings report today,103,1.0,2,0
AMZN,2021-01-18T04:48:00,user_1_38,$AMZN Just bought more. Holding long term! 💎,164,1.0,2,0
AMZN,2021-01-18T09:36:00,user_2_38,$AMZN down today but I'm not worried. Strong company,443,0.0,1,1
AMZN,2021-01-18T14:24:00,user_3_38,$AMZN took a hit. Market volatility 📉,186,-1.0,0,1
AMZN,2021-01-18T19:12:00,user_4_38,$AMZN beat expectations again! To the moon! 🌙,69,0.0,0,0
AMZN,2021-01-19T00:00:00,user_0_39,$AMZN Bearish for now. Waiting for better entry,9,-1.0,0,1
AMZN,2021-01-19T04:48:00,user_1_39,$AMZN my top pick. Undervalued imo,358,0.0,0,0
AMZN,2021-01-19T09:36:00,user_2_39,$AMZN why is it down so much? overreaction,246,-1.0,0,1
AMZN,2021-01-19T14:24:00,user_3_39,$AMZN Sold my position today. Taking profits,20,0.0,0,0
AMZN,2021-01-19T19:12:00,user_4_39,$AMZN mooning! 🚀📈 Love this stock!,375,1.0,3,0
AMZN,2021-01-20T00:00:00,user_0_40,$AMZN is looking bullish! 🚀 Great earnings report today,222,1.0,2,0
AMZN,2021-01-20T04:48:00,user_1_40,$AMZN Just bought more. Holding long term! 💎,380,1.0,2,0
AMZN,2021-01-20T09:36:00,user_2_40,$AMZN down today but I'm not worried. Strong company,470,0.0,1,1
AMZN,2021-01-20T14:24:00,user_3_40,$AMZN took a hit. Market volatility 📉,83,-1.0,0,1
AMZN,2021-01-20T19:12:00,user_4_40,$AMZN beat expectations again! To the moon! 🌙,433,0.0,0,0
AMZN,2021-01-21T00:00:00,user_0_41,$AMZN Bearish for now. Waiting for better entry,434,-1.0,0,1
AMZN,2021-01-21T04:48:00,user_1_41,$AMZN my top pick. Undervalued imo,67,0.0,0,0
AMZN,2021-01-21T09:36:00,user_2_41,$AMZN why is it down so much? overreaction,102,-1.0,0,1
AMZN,2021-01-21T14:24:00,user_3_41,$AMZN Sold my position today. Taking profits,138,0.0,0,0
AMZN,2021-01-21T19:12:00,user_4_41,$AMZN mooning! 🚀📈 Love this stock!,309,1.0,3,0
AMZN,2021-01-22T00:00:00,user_0_42,$AMZN is looking bullish! 🚀 Great earnings report today,477,1.0,2,0
AMZN,2021-01-22T04:48:00,user_1_42,$AMZN Just bought more. Holding long term! 💎,137,1.0,2,0
AMZN,2021-01-22T09:36:00,user_2_42,$AMZN down today but I'm not worried. Strong company,326,0.0,1,1
AMZN,2021-01-22T14:24:00,user_3_42,$AMZN took a hit. Market volatility 📉,446,-1.0,0,1
AMZN,2021-01-22T19:12:00,user_4_42,$AMZN beat expectations again! To the moon! 🌙,144,0.0,0,0
AMZN,2021-01-23T00:00:00,user_0_43,$AMZN Bearish for now. Waiting for better entry,373,-1.0,0,1
AMZN,2021-01-23T04:48:00,user_1_43,$AMZN my top pick. Undervalued imo,86,0.0,0,0
AMZN,2021-01-23T09:36:00,user_2_43,$AMZN why is it down so much? overreaction,324,-1.0,0,1
AMZN,2021-01-23T14:24:00,user_3_43,$AMZN Sold my position today. Taking profits,271,0.0,0,0
AMZN,2021-01-23T19:12:00,user_4_43,$AMZN mooning! 🚀📈 Love this stock!,10,1.0,3,0
AMZN,2021-01-24T00:00:00,user_0_44,$AMZN is looking bullish! 🚀 Great earnings report today,493,1.0,2,0
AMZN,2021-01-24T04:48:00,user_1_44,$AMZN Just bought more. Holding long term! 💎,258,1.0,2,0
AMZN,2021-01-24T09:36:00,user_2_44,$AMZN down today but I'm not worried. Strong company,348,0.0,1,1
AMZN,2021-01-24T14:24:00,user_3_44,$AMZN took a hit. Market volatility 📉,216,-1.0,0,1
AMZN,2021-01-24T19:12:00,user_4_44,$AMZN beat expectations again! To the moon! 🌙,297,0.0,0,0
AMZN,2021-01-25T00:00:00,user_0_45,$AMZN Bearish for now. Waiting for better entry,134,-1.0,0,1
AMZN,2021-01-25T04:48:00,user_1_45,$AMZN my top pick. Undervalued imo,385,0.0,0,0
AMZN,2021-01-25T09:36:00,user_2_45,$AMZN why is it down so much? overreaction,104,-1.0,0,1
AMZN,2021-01-25T14:24:00,user_3_45,$AMZN Sold my position today. Taking profits,404,0.0,0,0
AMZN,2021-01-25T19:12:00,user_4_45,$AMZN mooning! 🚀📈 Love this stock!,345,1.0,3,0
AMZN,2021-01-26T00:00:00,user_0_46,$AMZN is looking bullish! 🚀 Great earnings report today,154,1.0,2,0
AMZN,2021-01-26T04:48:00,user_1_46,$AMZN Just bought more. Holding long term! 💎,409,1.0,2,0
AMZN,2021-01-26T09:36:00,user_2_46,$AMZN down today but I'm not worried. Strong company,43,0.0,1,1
AMZN,2021-01-26T14:24:00,user_3_46,$AMZN took a hit. Market volatility 📉,493,-1.0,0,1
AMZN,2021-01-26T19:12:00,user_4_46,$AMZN beat expectations again! To the moon! 🌙,292,0.0,0,0
AMZN,2021-01-27T00:00:00,user_0_47,$AMZN Bearish for now. Waiting for better entry,329,-1.0,0,1
AMZN,2021-01-27T04:48:00,user_1_47,$AMZN my top pick. Undervalued imo,263,0.0,0,0
AMZN,2021-01-27T09:36:00,user_2_47,$AMZN why is it down so much? overreaction,283,-1.0,0,1
AMZN,2021-01-27T14:24:00,user_3_47,$AMZN Sold my position today. Taking profits,84,0.0,0,0
AMZN,2021-01-27T19:12:00,user_4_47,$AMZN mooning! 🚀📈 Love this stock!,316,1.0,3,0
AMZN,2021-01-28T00:00:00,user_0_48,$AMZN is looking bullish! 🚀 Great earnings report today,315,1.0,2,0
AMZN,2021-01-28T04:48:00,user_1_48,$AMZN Just bought more. Holding long term! 💎,104,1.0,2,0
AMZN,2021-01-28T09:36:00,user_2_48,$AMZN down today but I'm not worried. Strong company,470,0.0,1,1
AMZN,2021-01-28T14:24:00,user_3_48,$AMZN took a hit. Market volatility 📉,350,-1.0,0,1
AMZN,2021-01-28T19:12:00,user_4_48,$AMZN beat expectations again! To the moon! 🌙,134,0.0,0,0
AMZN,2021-01-29T00:00:00,user_0_49,$AMZN Bearish for now. Waiting for better entry,405,-1.0,0,1
AMZN,2021-01-29T04:48:00,user_1_49,$AMZN my top pick. Undervalued imo,37,0.0,0,0
AMZN,2021-01-29T09:36:00,user_2_49,$AMZN why is it down so much? overreaction,482,-1.0,0,1
AMZN,2021-01-29T14:24:00,user_3_49,$AMZN Sold my position today. Taking profits,425,0.0,0,0
AMZN,2021-01-29T19:12:00,user_4_49,$AMZN mooning! 🚀📈 Love this stock!,215,1.0,3,0
AMZN,2021-01-30T00:00:00,user_0_50,$AMZN is looking bullish! 🚀 Great earnings report today,124,1.0,2,0
AMZN,2021-01-30T04:48:00,user_1_50,$AMZN Just bought more. Holding long term! 💎,99,1.0,2,0
AMZN,2021-01-30T09:36:00,user_2_50,$AMZN down today but I'm not worried. Strong company,431,0.0,1,1
AMZN,2021-01-30T14:24:00,user_3_50,$AMZN took a hit. Market volatility 📉,364,-1.0,0,1
