symbol,timestamp,author,text,engagement,composite_score,positive_count,negative_count
AAPL,2020-12-18T00:00:00,user_0_7,$AAPL Bearish for now. Waiting for better entry,211,-1.0,0,1
AAPL,2020-12-18T04:48:00,user_1_7,$AAPL my top pick. Undervalued imo,197,0.0,0,0
AAPL,2020-12-18T09:36:00,user_2_7,$AAPL why is it down so much? overreaction,352,-1.0,0,1
AAPL,2020-12-18T14:24:00,user_3_7,$AAPL Sold my position today. Taking profits,470,0.0,0,0
AAPL,2020-12-18T19:12:00,user_4_7,$AAPL mooning! 🚀📈 Love this stock!,157,1.0,3,0
AAPL,2020-12-19T00:00:00,user_0_8,$AAPL is looking bullish! 🚀 Great earnings report today,428,1.0,2,0
AAPL,2020-12-19T04:48:00,user_1_8,$AAPL Just bought more. Holding long term! 💎,99,1.0,2,0
AAPL,2020-12-19T09:36:00,user_2_8,$AAPL down today but I'm not worried. Strong company,455,0.0,1,1
AAPL,2020-12-19T14:24:00,user_3_8,$AAPL took a hit. Market volatility 📉,443,-1.0,0,1
AAPL,2020-12-19T19:12:00,user_4_8,$AAPL beat expectations again! To the moon! 🌙,245,0.0,0,0
AAPL,2020-12-20T00:00:00,user_0_9,$AAPL Bearish for now. Waiting for better entry,71,-1.0,0,1
AAPL,2020-12-20T04:48:00,user_1_9,$AAPL my top pick. Undervalued imo,152,0.0,0,0
AAPL,2020-12-20T09:36:00,user_2_9,$AAPL why is it down so much? overreaction,5,-1.0,0,1
AAPL,2020-12-20T14:24:00,user_3_9,$AAPL Sold my position today. Taking profits,428,0.0,0,0
AAPL,2020-12-20T19:12:00,user_4_9,$AAPL mooning! 🚀📈 Love this stock!,346,1.0,3,0
AAPL,2020-12-21T00:00:00,user_0_10,$AAPL is looking bullish! 🚀 Great earnings report today,349,1.0,2,0
AAPL,2020-12-21T04:48:00,user_1_10,$AAPL Just bought more. Holding long term! 💎,273,1.0,2,0
AAPL,2020-12-21T09:36:00,user_2_10,$AAPL down today but I'm not worried. Strong company,4,0.0,1,1
AAPL,2020-12-21T14:24:00,user_3_10,$AAPL took a hit. Market volatility 📉,11,-1.0,0,1
AAPL,2020-12-21T19:12:00,user_4_10,$AAPL beat expectations again! To the moon! 🌙,457,0.0,0,0
AAPL,2020-12-22T00:00:00,user_0_11,$AAPL Bearish for now. Waiting for better entry,238,-1.0,0,1
AAPL,2020-12-22T04:48:00,user_1_11,$AAPL my top pick. Undervalued imo,499,0.0,0,0
AAPL,2020-12-22T09:36:00,user_2_11,$AAPL why is it down so much? overreaction,239,-1.0,0,1
AAPL,2020-12-22T14:24:00,user_3_11,$AAPL Sold my position today. Taking profits,51,0.0,0,0
AAPL,2020-12-22T19:12:00,user_4_11,$AAPL mooning! 🚀📈 Love this stock!,4,1.0,3,0
AAPL,2020-12-23T00:00:00,user_0_12,$AAPL is looking bullish! 🚀 Great earnings report today,89,1.0,2,0
AAPL,2020-12-23T04:48:00,user_1_12,$AAPL Just bought more. Holding long term! 💎,18,1.0,2,0
AAPL,2020-12-23T09:36:00,user_2_12,$AAPL down today but I'm not worried. Strong company,91,0.0,1,1
AAPL,2020-12-23T14:24:00,user_3_12,$AAPL took a hit. Market volatility 📉,190,-1.0,0,1
AAPL,2020-12-23T19:12:00,user_4_12,$AAPL beat expectations again! To the moon! 🌙,286,0.0,0,0
AAPL,2020-12-24T00:00:00,user_0_13,$AAPL Bearish for now. Waiting for better entry,109,-1.0,0,1
AAPL,2020-12-24T04:48:00,user_1_13,$AAPL my top pick. Undervalued imo,139,0.0,0,0
AAPL,2020-12-24T09:36:00,user_2_13,$AAPL why is it down so much? overreaction,359,-1.0,0,1
AAPL,2020-12-24T14:24:00,user_3_13,$AAPL Sold my position today. Taking profits,34,0.0,0,0
AAPL,2020-12-24T19:12:00,user_4_13,$AAPL mooning! 🚀📈 Love this stock!,372,1.0,3,0
AAPL,2020-12-25T00:00:00,user_0_14,$AAPL is looking bullish! 🚀 Great earnings report today,61,1.0,2,0
AAPL,2020-12-25T04:48:00,user_1_14,$AAPL Just bought more. Holding long term! 💎,437,1.0,2,0
AAPL,2020-12-25T09:36:00,user_2_14,$AAPL down today but I'm not worried. Strong company,75,0.0,1,1
AAPL,2020-12-25T14:24:00,user_3_14,$AAPL took a hit. Market volatility 📉,485,-1.0,0,1
AAPL,2020-12-25T19:12:00,user_4_14,$AAPL beat expectations again! To the moon! 🌙,252,0.0,0,0
AAPL,2020-12-26T00:00:00,user_0_15,$AAPL Bearish for now. Waiting for better entry,34,-1.0,0,1
AAPL,2020-12-26T04:48:00,user_1_15,$AAPL my top pick. Undervalued imo,123,0.0,0,0
AAPL,2020-12-26T09:36:00,user_2_15,$AAPL why is it down so much? overreaction,249,-1.0,0,1
AAPL,2020-12-26T14:24:00,user_3_15,$AAPL Sold my position today. Taking profits,1,0.0,0,0
AAPL,2020-12-26T19:12:00,user_4_15,$AAPL mooning! 🚀📈 Love this stock!,471,1.0,3,0
AAPL,2020-12-27T00:00:00,user_0_16,$AAPL is looking bullish! 🚀 Great earnings report today,439,1.0,2,0
AAPL,2020-12-27T04:48:00,user_1_16,$AAPL Just bought more. Holding long term! 💎,172,1.0,2,0
AAPL,2020-12-27T09:36:00,user_2_16,$AAPL down today but I'm not worried. Strong company,180,0.0,1,1
AAPL,2020-12-27T14:24:00,user_3_16,$AAPL took a hit. Market volatility 📉,379,-1.0,0,1
AAPL,2020-12-27T19:12:00,user_4_16,$AAPL beat expectations again! To the moon! 🌙,291,0.0,0,0
AAPL,2020-12-28T00:00:00,user_0_17,$AAPL Bearish for now. Waiting for better entry,35,-1.0,0,1
AAPL,2020-12-28T04:48:00,user_1_17,$AAPL my top pick. Undervalued imo,497,0.0,0,0
AAPL,2020-12-28T09:36:00,user_2_17,$AAPL why is it down so much? overreaction,326,-1.0,0,1
AAPL,2020-12-28T14:24:00,user_3_17,$AAPL Sold my position today. Taking profits,210,0.0,0,0
AAPL,2020-12-28T19:12:00,user_4_17,$AAPL mooning! 🚀📈 Love this stock!,170,1.0,3,0
AAPL,2020-12-29T00:00:00,user_0_18,$AAPL is looking bullish! 🚀 Great earnings report today,255,1.0,2,0
AAPL,2020-12-29T04:48:00,user_1_18,$AAPL Just bought more. Holding long term! 💎,479,1.0,2,0
AAPL,2020-12-29T09:36:00,user_2_18,$AAPL down today but I'm not worried. Strong company,98,0.0,1,1
AAPL,2020-12-29T14:24:00,user_3_18,$AAPL took a hit. Market volatility 📉,351,-1.0,0,1
AAPL,2020-12-29T19:12:00,user_4_18,$AAPL beat expectations again! To the moon! 🌙,370,0.0,0,0
AAPL,2020-12-30T00:00:00,user_0_19,$AAPL Bearish for now. Waiting for better entry,97,-1.0,0,1
AAPL,2020-12-30T04:48:00,user_1_19,$AAPL my top pick. Undervalued imo,148,0.0,0,0
AAPL,2020-12-30T09:36:00,user_2_19,$AAPL why is it down so much? overreaction,265,-1.0,0,1
AAPL,2020-12-30T14:24:00,user_3_19,$AAPL Sold my position today. Taking profits,90,0.0,0,0
AAPL,2020-12-30T19:12:00,user_4_19,$AAPL mooning! 🚀📈 Love this stock!,322,1.0,3,0
AAPL,2020-12-31T00:00:00,user_0_20,$AAPL is looking bullish! 🚀 Great earnings report today,352,1.0,2,0
AAPL,2020-12-31T04:48:00,user_1_20,$AAPL Just bought more. Holding long term! 💎,464,1.0,2,0
AAPL,2020-12-31T09:36:00,user_2_20,$AAPL down today but I'm not worried. Strong company,378,0.0,1,1
AAPL,2020-12-31T14:24:00,user_3_20,$AAPL took a hit. Market volatility 📉,471,-1.0,0,1
AAPL,2020-12-31T19:12:00,user_4_20,$AAPL beat expectations again! To the moon! 🌙,184,0.0,0,0
AAPL,2021-01-01T00:00:00,user_0_21,$AAPL Bearish for now. Waiting for better entry,473,-1.0,0,1
AAPL,2021-01-01T04:48:00,user_1_21,$AAPL my top pick. Undervalued imo,123,0.0,0,0
AAPL,2021-01-01T09:36:00,user_2_21,$AAPL why is it down so much? overreaction,222,-1.0,0,1
AAPL,2021-01-01T14:24:00,user_3_21,$AAPL Sold my position today. Taking profits,198,0.0,0,0
AAPL,2021-01-01T19:12:00,user_4_21,$AAPL mooning! 🚀📈 Love this stock!,392,1.0,3,0
AAPL,2021-01-02T00:00:00,user_0_22,$AAPL is looking bullish! 🚀 Great earnings report today,20,1.0,2,0
AAPL,2021-01-02T04:48:00,user_1_22,$AAPL Just bought more. Holding long term! 💎,101,1.0,2,0
AAPL,2021-01-02T09:36:00,user_2_22,$AAPL down today but I'm not worried. Strong company,442,0.0,1,1
AAPL,2021-01-02T14:24:00,user_3_22,$AAPL took a hit. Market volatility 📉,384,-1.0,0,1
AAPL,2021-01-02T19:12:00,user_4_22,$AAPL beat expectations again! To the moon! 🌙,427,0.0,0,0
AAPL,2021-01-03T00:00:00,user_0_23,$AAPL Bearish for now. Waiting for better entry,18,-1.0,0,1
AAPL,2021-01-03T04:48:00,user_1_23,$AAPL my top pick. Undervalued imo,178,0.0,0,0
AAPL,2021-01-03T09:36:00,user_2_23,$AAPL why is it down so much? overreaction,114,-1.0,0,1
AAPL,2021-01-03T14:24:00,user_3_23,$AAPL Sold my position today. Taking profits,124,0.0,0,0
AAPL,2021-01-03T19:12:00,user_4_23,$AAPL mooning! 🚀📈 Love this stock!,247,1.0,3,0
AAPL,2021-01-04T00:00:00,user_0_24,$AAPL is looking bullish! 🚀 Great earnings report today,366,1.0,2,0
AAPL,2021-01-04T04:48:00,user_1_24,$AAPL Just bought more. Holding long term! 💎,149,1.0,2,0
AAPL,2021-01-04T09:36:00,user_2_24,$AAPL down today but I'm not worried. Strong company,271,0.0,1,1
AAPL,2021-01-04T14:24:00,user_3_24,$AAPL took a hit. Market volatility 📉,242,-1.0,0,1
AAPL,2021-01-04T19:12:00,user_4_24,$AAPL beat expectations again! To the moon! 🌙,265,0.0,0,0
AAPL,2021-01-05T00:00:00,user_0_25,$AAPL Bearish for now. Waiting for better entry,172,-1.0,0,1
AAPL,2021-01-05T04:48:00,user_1_25,$AAPL my top pick. Undervalued imo,54,0.0,0,0
AAPL,2021-01-05T09:36:00,user_2_25,$AAPL why is it down so much? overreaction,22,-1.0,0,1
AAPL,2021-01-05T14:24:00,user_3_25,$AAPL Sold my position today. Taking profits,115,0.0,0,0
AAPL,2021-01-05T19:12:00,user_4_25,$AAPL mooning! 🚀📈 Love this stock!,89,1.0,3,0
AAPL,2021-01-06T00:00:00,user_0_26,$AAPL is looking bullish! 🚀 Great earnings report today,276,1.0,2,0
AAPL,2021-01-06T04:48:00,user_1_26,$AAPL Just bought more. Holding long term! 💎,442,1.0,2,0
AAPL,2021-01-06T09:36:00,user_2_26,$AAPL down today but I'm not worried. Strong company,472,0.0,1,1
AAPL,2021-01-06T14:24:00,user_3_26,$AAPL took a hit. Market volatility 📉,374,-1.0,0,1
AAPL,2021-01-06T19:12:00,user_4_26,$AAPL beat expectations again! To the moon! 🌙,334,0.0,0,0
AAPL,2021-01-07T00:00:00,user_0_27,$AAPL Bearish for now. Waiting for better entry,251,-1.0,0,1
AAPL,2021-01-07T04:48:00,user_1_27,$AAPL my top pick. Undervalued imo,135,0.0,0,0
AAPL,2021-01-07T09:36:00,user_2_27,$AAPL why is it down so much? overreaction,194,-1.0,0,1
AAPL,2021-01-07T14:24:00,user_3_27,$AAPL Sold my position today. Taking profits,247,0.0,0,0
AAPL,2021-01-07T19:12:00,user_4_27,$AAPL mooning! 🚀📈 Love this stock!,231,1.0,3,0
AAPL,2021-01-08T00:00:00,user_0_28,$AAPL is looking bullish! 🚀 Great earnings report today,449,1.0,2,0
AAPL,2021-01-08T04:48:00,user_1_28,$AAPL Just bought more. Holding long term! 💎,264,1.0,2,0
AAPL,2021-01-08T09:36:00,user_2_28,$AAPL down today but I'm not worried. Strong company,188,0.0,1,1
AAPL,2021-01-08T14:24:00,user_3_28,$AAPL took a hit. Market volatility 📉,323,-1.0,0,1
AAPL,2021-01-08T19:12:00,user_4_28,$AAPL beat expectations again! To the moon! 🌙,28,0.0,0,0
AAPL,2021-01-09T00:00:00,user_0_29,$AAPL Bearish for now. Waiting for better entry,459,-1.0,0,1
AAPL,2021-01-09T04:48:00,user_1_29,$AAPL my top pick. Undervalued imo,17,0.0,0,0
AAPL,2021-01-09T09:36:00,user_2_29,$AAPL why is it down so much? overreaction,378,-1.0,0,1
AAPL,2021-01-09T14:24:00,user_3_29,$AAPL Sold my position today. Taking profits,113,0.0,0,0
AAPL,2021-01-09T19:12:00,user_4_29,$AAPL mooning! 🚀📈 Love this stock!,497,1.0,3,0
AAPL,2021-01-10T00:00:00,user_0_30,$AAPL is looking bullish! 🚀 Great earnings report today,119,1.0,2,0
AAPL,2021-01-10T04:48:00,user_1_30,$AAPL Just bought more. Holding long term! 💎,50,1.0,2,0
AAPL,2021-01-10T09:36:00,user_2_30,$AAPL down today but I'm not worried. Strong company,382,0.0,1,1
AAPL,2021-01-10T14:24:00,user_3_30,$AAPL took a hit. Market volatility 📉,148,-1.0,0,1
AAPL,2021-01-10T19:12:00,user_4_30,$AAPL beat expectations again! To the moon! 🌙,91,0.0,0,0
AAPL,2021-01-11T00:00:00,user_0_31,$AAPL Bearish for now. Waiting for better entry,382,-1.0,0,1
AAPL,2021-01-11T04:48:00,user_1_31,$AAPL my top pick. Undervalued imo,292,0.0,0,0
AAPL,2021-01-11T09:36:00,user_2_31,$AAPL why is it down so much? overreaction,34,-1.0,0,1
AAPL,2021-01-11T14:24:00,user_3_31,$AAPL Sold my position today. Taking profits,419,0.0,0,0
AAPL,2021-01-11T19:12:00,user_4_31,$AAPL mooning! 🚀📈 Love this stock!,178,1.0,3,0
AAPL,2021-01-12T00:00:00,user_0_32,$AAPL is looking bullish! 🚀 Great earnings report today,85,1.0,2,0
AAPL,2021-01-12T04:48:00,user_1_32,$AAPL Just bought more. Holding long term! 💎,418,1.0,2,0
AAPL,2021-01-12T09:36:00,user_2_32,$AAPL down today but I'm not worried. Strong company,108,0.0,1,1
AAPL,2021-01-12T14:24:00,user_3_32,$AAPL took a hit. Market volatility 📉,136,-1.0,0,1
AAPL,2021-01-12T19:12:00,user_4_32,$AAPL beat expectations again! To the moon! 🌙,146,0.0,0,0
AAPL,2021-01-13T00:00:00,user_0_33,$AAPL Bearish for now. Waiting for better entry,443,-1.0,0,1
AAPL,2021-01-13T04:48:00,user_1_33,$AAPL my top pick. Undervalued imo,427,0.0,0,0
AAPL,2021-01-13T09:36:00,user_2_33,$AAPL why is it down so much? overreaction,168,-1.0,0,1
AAPL,2021-01-13T14:24:00,user_3_33,$AAPL Sold my position today. Taking profits,360,0.0,0,0
AAPL,2021-01-13T19:12:00,user_4_33,$AAPL mooning! 🚀📈 Love this stock!,367,1.0,3,0
AAPL,2021-01-14T00:00:00,user_0_34,$AAPL is looking bullish! 🚀 Great earnings report today,198,1.0,2,0
AAPL,2021-01-14T04:48:00,user_1_34,$AAPL Just bought more. Holding long term! 💎,185,1.0,2,0
AAPL,2021-01-14T09:36:00,user_2_34,$AAPL down today but I'm not worried. Strong company,345,0.0,1,1
AAPL,2021-01-14T14:24:00,user_3_34,$AAPL took a hit. Market volatility 📉,66,-1.0,0,1
AAPL,2021-01-14T19:12:00,user_4_34,$AAPL beat expectations again! To the moon! 🌙,452,0.0,0,0
AAPL,2021-01-15T00:00:00,user_0_35,$AAPL Bearish for now. Waiting for better entry,394,-1.0,0,1
AAPL,2021-01-15T04:48:00,user_1_35,$AAPL my top pick. Undervalued imo,202,0.0,0,0
AAPL,2021-01-15T09:36:00,user_2_35,$AAPL why is it down so much? overreaction,313,-1.0,0,1
AAPL,2021-01-15T14:24:00,user_3_35,$AAPL Sold my position today. Taking profits,437,0.0,0,0
AAPL,2021-01-15T19:12:00,user_4_35,$AAPL mooning! 🚀📈 Love this stock!,241,1.0,3,0
AAPL,2021-01-16T00:00:00,user_0_36,$AAPL is looking bullish! 🚀 Great earnings report today,260,1.0,2,0
AAPL,2021-01-16T04:48:00,user_1_36,$AAPL Just bought more. Holding long term! 💎,11,1.0,2,0
AAPL,2021-01-16T09:36:00,user_2_36,$AAPL down today but I'm not worried. Strong company,203,0.0,1,1
AAPL,2021-01-16T14:24:00,user_3_36,$AAPL took a hit. Market volatility 📉,456,-1.0,0,1
AAPL,2021-01-16T19:12:00,user_4_36,$AAPL beat expectations again! To the moon! 🌙,496,0.0,0,0
AAPL,2021-01-17T00:00:00,user_0_37,$AAPL Bearish for now. Waiting for better entry,460,-1.0,0,1
AAPL,2021-01-17T04:48:00,user_1_37,$AAPL my top pick. Undervalued imo,99,0.0,0,0
AAPL,2021-01-17T09:36:00,user_2_37,$AAPL why is it down so much? overreaction,180,-1.0,0,1
AAPL,2021-01-17T14:24:00,user_3_37,$AAPL Sold my position today. Taking profits,393,0.0,0,0
AAPL,2021-01-17T19:12:00,user_4_37,$AAPL mooning! 🚀📈 Love this stock!,182,1.0,3,0
AAPL,2021-01-18T00:00:00,user_0_38,$AAPL is looking bullish! 🚀 Great earnings report today,183,1.0,2,0
AAPL,2021-01-18T04:48:00,user_1_38,$AAPL Just bought more. Holding long term! 💎,158,1.0,2,0
AAPL,2021-01-18T09:36:00,user_2_38,$AAPL down today but I'm not worried. Strong company,250,0.0,1,1
AAPL,2021-01-18T14:24:00,user_3_38,$AAPL took a hit. Market volatility 📉,309,-1.0,0,1
AAPL,2021-01-18T19:12:00,user_4_38,$AAPL beat expectations again! To the moon! 🌙,378,0.0,0,0
AAPL,2021-01-19T00:00:00,user_0_39,$AAPL Bearish for now. Waiting for better entry,93,-1.0,0,1
AAPL,2021-01-19T04:48:00,user_1_39,$AAPL my top pick. Undervalued imo,131,0.0,0,0
AAPL,2021-01-19T09:36:00,user_2_39,$AAPL why is it down so much? overreaction,55,-1.0,0,1
AAPL,2021-01-19T14:24:00,user_3_39,$AAPL Sold my position today. Taking profits,168,0.0,0,0
AAPL,2021-01-19T19:12:00,user_4_39,$AAPL mooning! 🚀📈 Love this stock!,304,1.0,3,0
AAPL,2021-01-20T00:00:00,user_0_40,$AAPL is looking bullish! 🚀 Great earnings report today,94,1.0,2,0
AAPL,2021-01-20T04:48:00,user_1_40,$AAPL Just bought more. Holding long term! 💎,112,1.0,2,0
AAPL,2021-01-20T09:36:00,user_2_40,$AAPL down today but I'm not worried. Strong company,302,0.0,1,1
AAPL,2021-01-20T14:24:00,user_3_40,$AAPL took a hit. Market volatility 📉,97,-1.0,0,1
AAPL,2021-01-20T19:12:00,user_4_40,$AAPL beat expectations again! To the moon! 🌙,330,0.0,0,0
AAPL,2021-01-21T00:00:00,user_0_41,$AAPL Bearish for now. Waiting for better entry,290,-1.0,0,1
AAPL,2021-01-21T04:48:00,user_1_41,$AAPL my top pick. Undervalued imo,55,0.0,0,0
AAPL,2021-01-21T09:36:00,user_2_41,$AAPL why is it down so much? overreaction,9,-1.0,0,1
AAPL,2021-01-21T14:24:00,user_3_41,$AAPL Sold my position today. Taking profits,138,0.0,0,0
AAPL,2021-01-21T19:12:00,user_4_41,$AAPL mooning! 🚀📈 Love this stock!,253,1.0,3,0
AAPL,2021-01-22T00:00:00,user_0_42,$AAPL is looking bullish! 🚀 Great earnings report today,303,1.0,2,0
AAPL,2021-01-22T04:48:00,user_1_42,$AAPL Just bought more. Holding long term! 💎,17,1.0,2,0
AAPL,2021-01-22T09:36:00,user_2_42,$AAPL down today but I'm not worried. Strong company,477,0.0,1,1
AAPL,2021-01-22T14:24:00,user_3_42,$AAPL took a hit. Market volatility 📉,350,-1.0,0,1
AAPL,2021-01-22T19:12:00,user_4_42,$AAPL beat expectations again! To the moon! 🌙,218,0.0,0,0
AAPL,2021-01-23T00:00:00,user_0_43,$AAPL Bearish for now. Waiting for better entry,111,-1.0,0,1
AAPL,2021-01-23T04:48:00,user_1_43,$AAPL my top pick. Undervalued imo,388,0.0,0,0
AAPL,2021-01-23T09:36:00,user_2_43,$AAPL why is it down so much? overreaction,185,-1.0,0,1
AAPL,2021-01-23T14:24:00,user_3_43,$AAPL Sold my position today. Taking profits,394,0.0,0,0
AAPL,2021-01-23T19:12:00,user_4_43,$AAPL mooning! 🚀📈 Love this stock!,465,1.0,3,0
AAPL,2021-01-24T00:00:00,user_0_44,$AAPL is looking bullish! 🚀 Great earnings report today,178,1.0,2,0
AAPL,2021-01-24T04:48:00,user_1_44,$AAPL Just bought more. Holding long term! 💎,172,1.0,2,0
AAPL,2021-01-24T09:36:00,user_2_44,$AAPL down today but I'm not worried. Strong company,277,0.0,1,1
AAPL,2021-01-24T14:24:00,user_3_44,$AAPL took a hit. Market volatility 📉,449,-1.0,0,1
AAPL,2021-01-24T19:12:00,user_4_44,$AAPL beat expectations again! To the moon! 🌙,268,0.0,0,0
AAPL,2021-01-25T00:00:00,user_0_45,$AAPL Bearish for now. Waiting for better entry,177,-1.0,0,1
AAPL,2021-01-25T04:48:00,user_1_45,$AAPL my top pick. Undervalued imo,216,0.0,0,0
AAPL,2021-01-25T09:36:00,user_2_45,$AAPL why is it down so much? overreaction,354,-1.0,0,1
AAPL,2021-01-25T14:24:00,user_3_45,$AAPL Sold my position today. Taking profits,339,0.0,0,0
AAPL,2021-01-25T19:12:00,user_4_45,$AAPL mooning! 🚀📈 Love this stock!,176,1.0,3,0
AAPL,2021-01-26T00:00:00,user_0_46,$AAPL is looking bullish! 🚀 Great earnings report today,154,1.0,2,0
AAPL,2021-01-26T04:48:00,user_1_46,$AAPL Just bought more. Holding long term! 💎,163,1.0,2,0
AAPL,2021-01-26T09:36:00,user_2_46,$AAPL down today but I'm not worried. Strong company,443,0.0,1,1
AAPL,2021-01-26T14:24:00,user_3_46,$AAPL took a hit. Market volatility 📉,78,-1.0,0,1
AAPL,2021-01-26T19:12:00,user_4_46,$AAPL beat expectations again! To the moon! 🌙,17,0.0,0,0
AAPL,2021-01-27T00:00:00,user_0_47,$AAPL Bearish for now. Waiting for better entry,344,-1.0,0,1
AAPL,2021-01-27T04:48:00,user_1_47,$AAPL my top pick. Undervalued imo,451,0.0,0,0
AAPL,2021-01-27T09:36:00,user_2_47,$AAPL why is it down so much? overreaction,280,-1.0,0,1
AAPL,2021-01-27T14:24:00,user_3_47,$AAPL Sold my position today. Taking profits,227,0.0,0,0
AAPL,2021-01-27T19:12:00,user_4_47,$AAPL mooning! 🚀📈 Love this stock!,211,1.0,3,0
AAPL,2021-01-28T00:00:00,user_0_48,$AAPL is looking bullish! 🚀 Great earnings report today,222,1.0,2,0
AAPL,2021-01-28T04:48:00,user_1_48,$AAPL Just bought more. Holding long term! 💎,428,1.0,2,0
AAPL,2021-01-28T09:36:00,user_2_48,$AAPL down today but I'm not worried. Strong company,324,0.0,1,1
AAPL,2021-01-28T14:24:00,user_3_48,$AAPL took a hit. Market volatility 📉,174,-1.0,0,1
AAPL,2021-01-28T19:12:00,user_4_48,$AAPL beat expectations again! To the moon! 🌙,306,0.0,0,0
AAPL,2021-01-29T00:00:00,user_0_49,$AAPL Bearish for now. Waiting for better entry,183,-1.0,0,1
AAPL,2021-01-29T04:48:00,user_1_49,$AAPL my top pick. Undervalued imo,132,0.0,0,0
AAPL,2021-01-29T09:36:00,user_2_49,$AAPL why is it down so much? overreaction,173,-1.0,0,1
AAPL,2021-01-29T14:24:00,user_3_49,$AAPL Sold my position today. Taking profits,488,0.0,0,0
AAPL,2021-01-29T19:12:00,user_4_49,$AAPL mooning! 🚀📈 Love this stock!,53,1.0,3,0
AAPL,2021-01-30T00:00:00,user_0_50,$AAPL is looking bullish! 🚀 Great earnings report today,458,1.0,2,0
AAPL,2021-01-30T04:48:00,user_1_50,$AAPL Just bought more. Holding long term! 💎,299,1.0,2,0
AAPL,2021-01-30T09:36:00,user_2_50,$AAPL down today but I'm not worried. Strong company,408,0.0,1,1
AAPL,2021-01-30T14:24:00,user_3_50,$AAPL took a hit. Market volatility 📉,495,-1.0,0,1
